Author,Genre,Pages,Score,Title,Year
Anita Amirrezvani,"Historical,Historical Fiction,Fiction,Historical,Cultural,Iran,Literature,16th Century",431,3.73,Equal of the Sun,2013
Douglas Macdougall,"Science,Nonfiction,Science,Geology,History,Science,Popular Science,Science,Earth Sciences",267,4.13,Frozen Earth: The Once and Future Story of Ice Ages,2006
Soham Patel,"Poetry,Literary Fiction",58,5,ever really hear it,2018
Lina Langley,"Romance,M M Romance,Fiction,Romance,LGBT,Romance,Contemporary Romance",274,2.23,Featherweight,2017
Scott B. Williams,"Adventure,Survival",320,3.61,Bug Out: The Complete Plan for Escaping a Catastrophic Disaster Before It's Too Late,2010
Audrey Niffenegger,"Fiction,Fantasy,Fantasy,Paranormal,Mystery",406,3.24,Her Fearful Symmetry,2009
Robert Ludlum,"Fiction,Thriller,Mystery,Spy Thriller,Espionage",662,3.8,The Sigma Protocol,2002
Hidenori Kusaka,"Sequential Art,Manga,Sequential Art,Graphic Novels,Fantasy,Sequential Art,Comics",216,4.38,"Pokémon Adventures (FireRed and LeafGreen), Vol. 24",2014
David    Joy,"Fiction,American,Southern,Mystery,Mystery,Crime,Audiobook,Gothic,Southern Gothic,Contemporary,Young Adult,Coming Of Age,Family,Literary Fiction",272,3.74,Where All Light Tends to Go,2015
Jon J. Muth,"Childrens,Picture Books,Childrens,Fiction,Religion,Buddhism,Philosophy,Animals,Buddhism,Zen,Fantasy,Spirituality,Poetry",40,4.24,Zen Shorts,2005
Gayle Forman,"Young Adult,Contemporary,Romance,Fiction,Realistic Fiction,Mystery,Health,Mental Health,New Adult,Mental Health,Mental Illness,Audiobook",270,3.77,I Was Here,2015
Jeremy Robinson,"Science Fiction,Thriller,Fiction",270,4.46,Callsign - Tripleshot,2014
Kate Ellison,"Mystery,Young Adult,Romance,Contemporary,Thriller,Realistic Fiction,Young Adult,Teen,Suspense,Fiction,Death",325,3.73,The Butterfly Clues,2012
Nigel Hamilton,"History,Biography,Politics,North American Hi...,American History,Nonfiction,Literature,American,Politics,Presidents",624,4.21,American Caesars: Lives of the Presidents from Franklin D. Roosevelt to George W. Bush,2010
Stephen Baxter,"Science Fiction,Fiction,Apocalyptic,Post Apocalyptic",457,3.84,Ark,2009
Christopher Healy,"Fantasy,Childrens,Middle Grade,Humor,Fantasy,Fairy Tales,Adventure,Childrens,Young Adult",436,4.05,The Hero's Guide to Saving Your Kingdom,2012
Franco Moretti,"Nonfiction,Philosophy,Theory,Culture,Society,Literature",119,3.69,"Graphs, Maps, Trees: Abstract Models for a Literary History",2005
Sandra Hill,"Fantasy,Paranormal,Romance,Romance,Paranormal Romance,Paranormal,Angels,Paranormal,Vampires,Fantasy,Contemporary,Fiction,Paranormal,Demons,Fantasy,Urban Fantasy",354,3.95,Kiss of Surrender,2012
Wilbur Smith,"Historical,Historical Fiction,Fiction,Adventure,Cultural,Africa,Historical",777,4.23,Blue Horizon,2004
Michael Gruber,"Mystery,Thriller,Fiction,Mystery,Crime,Horror,Suspense",563,3.87,Tropic of Night,2004
Rachel Ward,"Young Adult,Fantasy,Fantasy,Paranormal,Science Fiction",325,3.47,Numbers,2010
Kristen Simmons,"Science Fiction,Dystopia,Young Adult,Romance",362,3.77,Article 5,2012
Carol Cassella,"Fiction,Medical,Contemporary,Relationships",320,3.53,Healer,2011
Louise Shaffer,"Fiction,Historical,Historical Fiction,Womens Fiction,Chick Lit,Family,Womens Fiction",341,3.66,Serendipity,2009
Ami McKay,"Historical,Historical Fiction,Fiction,Cultural,Canada,Historical,Book Club,Adult Fiction,Adult,Novels,Womens Fiction,Chick Lit,Feminism",408,4.01,The Birth House,2007
Shirley Damsgaard,"Mystery,Fantasy,Paranormal,Paranormal,Witches,Mystery,Paranormal Mystery,Mystery,Cozy Mystery,Fiction,Fantasy",292,3.97,The Trouble With Witches,2006
Katharine Kerr,"Fantasy,Fiction,Fantasy,Dragons,Fantasy,Epic Fantasy",480,4.15,"The Shadow Isle (Silver Wyrm, #3)",2008
Cary Elwes,"Nonfiction,Autobiography,Memoir,Biography,Audiobook,Humor,Biography Memoir,Biography,Autobiography,Adult,Culture,Film,Media Tie In,Movies",259,4.13,As You Wish: Inconceivable Tales from the Making of The Princess Bride,2014
Jack Yeovil,"Fantasy,Horror,Paranormal,Vampires",763,3.86,The Vampire Genevieve,2005
Irene M. Pepperberg,"Science,Nonfiction,Autobiography,Memoir,Animals,Biography,Animals,Birds,Psychology,Science,Biology,Environment,Nature,Biography,Autobiography",232,4.08,Alex & Me: How a Scientist and a Parrot Discovered a Hidden World of Animal Intelligence—and Formed a Deep Bond in the Process,2008
Alexander Gordon Smith,"Horror,Young Adult,Horror,Zombies,Fantasy,Paranormal,Science Fiction",535,3.84,The Fury,2012
Frédéric Vitoux,"Nonfiction,Literary Fiction,Animals,Cats",721,3.84,Dictionnaire amoureux des chats,2008
Ali Brandon,"Mystery,Mystery,Cozy Mystery,Animals,Cats,Fiction",304,4.01,Words With Fiends,2013
Gesine Schulz,"European Literature,German Literature,Young Adult",170,4.2,Eine Tüte Grüner Wind,2005
Timothy Snyder,"History,Biography,Nonfiction,Cultural,Poland,History,European History,Cultural,Ukraine",344,3.9,The Red Prince: The Fall of a Dynasty and the Rise of Modern Europe,2008
Stephanie Cowell,"Historical,Historical Fiction,Art,Fiction,Cultural,France,Historical,Romance,Art,Art History",352,3.85,Claude & Camille: A Novel of Monet,2010
Kate Grenville,"Fiction,Cultural,Australia,Contemporary,Literary Fiction",401,3.64,The Idea of Perfection,2006
Alan Moore,"Sequential Art,Comics,Sequential Art,Graphic Novels,Superheroes,Dc Comics,Comics,Comic Book,Comics,Superheroes,Fiction",304,4.09,DC Universe: The Stories of Alan Moore,2006
Hidenori Kusaka,"Sequential Art,Manga,Sequential Art,Comics,Fantasy,Sequential Art,Graphic Novels",200,4.4,"Pokémon Adventures, Vol. 8",2010
Emily Giffin,"Womens Fiction,Chick Lit,Fiction,Romance,Contemporary,Adult Fiction,Adult,Audiobook,Romance,Contemporary Romance,Marriage,Novels",342,3.72,Love the One You're With,2008
Andrew  Taylor,"Historical,Historical Fiction,Mystery,Fiction,Historical,Mystery,Crime,Thriller",485,3.56,The American Boy,2013
Jessica Day George,"Fantasy,Childrens,Middle Grade,Childrens,Fiction,Young Adult",225,4.09,Tuesdays at the Castle,2011
Christopher Tyerman,"History,Nonfiction,Religion,History,Medieval History,Historical,Medieval",1040,3.97,God's War: A New History of the Crusades,2006
Lynsay Sands,"Fantasy,Paranormal,Romance,Paranormal Romance,Romance,Paranormal,Vampires",358,4.25,Immortal Ever After,2013
Wilbur Smith,"Historical,Historical Fiction,Fiction,Adventure,Cultural,Africa,Historical",471,3.99,Assegai,2009
Marc Bojanowski,"Fiction,Mystery,Crime",304,3.86,The Dog Fighter,2004
Catherynne M. Valente,"Fantasy,Fiction,Fantasy,Fairy Tales,Short Stories",516,4.39,In the Cities of Coin and Spice,2007
Catherynne M. Valente,"Fantasy,Young Adult,Childrens,Middle Grade,Fiction,Childrens",258,4.18,The Girl Who Fell Beneath Fairyland and Led the Revels There,2012
Ayana Mathis,"Fiction,Historical,Historical Fiction,Cultural,African American,Historical",243,3.49,The Twelve Tribes of Hattie,2012
Debra Di Blasi,"Fiction,Literature,Short Stories",192,4.31,The Jiri Chronicles  and Other Fictions,2007
Jeffrey Archer,"Nonfiction,Biography",320,3.76,Purgatory,2005
Carolyn Crane,"Fantasy,Urban Fantasy,Fantasy,Fantasy,Paranormal,Romance,Romance,Paranormal Romance,Adult",371,3.49,Mind Games,2010
Roger A. MacDonald,"Autobiography,Memoir,Nonfiction,Biography",202,3.98,Country Doctors Casebook: Tales from the North Woods,2002
Shirley Damsgaard,"Mystery,Fantasy,Paranormal,Paranormal,Witches,Mystery,Paranormal Mystery,Mystery,Cozy Mystery,Fiction,Fantasy",292,4.02,Witch Hunt,2007
Andreï Makine,"Cultural,Russia,Fiction,Historical,Historical Fiction,Music,Literature,Russian Literature,War,Cultural,France,Literature,Contemporary,Novels",128,3.94,Music of a Life,2004
H.R. Howland,Horror,262,3.72,The Epicure,2005
Thomas E. Corts,"Biography,Autobiography",314,2.8,Seeking Solace: The Life and Legacy of Horatio G. Spafford,2014
Linda Holeman,"Historical,Historical Fiction,Fiction,Historical",487,4.14,The Moonlit Cage,2007
Joshilyn Jackson,"Fiction,Audiobook,Contemporary,Womens Fiction,Chick Lit",357,3.97,The Almost Sisters,2017
Terry Pratchett,"Fantasy,Short Stories,Fiction,Humor,Humor,Comedy,Death,Science Fiction Fantasy,Fantasy,Comic Fantasy,Science Fiction,Fantasy,Magic",5,4.1,Death and What Comes Next,2002
J. Scott Turner,"Science,Nonfiction,Biology,Evolution,Philosophy,Pseudoscience,Intelligent Design",352,3.61,"Purpose and Desire: What Makes Something ""Alive"" and Why Modern Darwinism Has Failed to Explain It",2017
Evangeline Kelly,"Romance,Christian Fiction,Christian,Novella",105,4.26,Matchmaker,2017
Michelle   Cooper,"Historical,Historical Fiction,Young Adult,Historical,War,World War II,Fiction,War",560,4.19,The FitzOsbornes at War,2012
Jordan Belfort,"Nonfiction,Biography,Business,Economics,Finance,Autobiography,Memoir",468,3.88,"Catching the Wolf of Wall Street: More Incredible True Stories of Fortunes, Schemes, Parties, and Prison",2009
Preeti Shenoy,"Fiction,Asian Literature,Indian Literature,Romance,Self Help,Cultural,India,Contemporary,Inspirational,Young Adult,Psychology,Romantic",209,3.6,"Life is What You Make It: A Story of Love, Hope and How Determination Can Overcome Even Destiny",2011
Hidenori Kusaka,"Sequential Art,Manga,Sequential Art,Graphic Novels,Fantasy,Sequential Art,Comics,Comics Manga",208,4.39,"Pokémon Adventures (Ruby and Sapphire), Vol. 21",2014
Reki Kawahara,"Novels,Light Novel,Fantasy,Sequential Art,Manga,Science Fiction",208,4.21,"Sword Art Online, Vol. 04: Fairy Dance",2015
Anthony Swofford,"Nonfiction,War,War,Military Fiction",260,3.66,Jarhead : A Marine's Chronicle of the Gulf War and Other Battles,2005
Joseph Bruchac,"Horror,Childrens,Middle Grade,Fantasy,Young Adult,Suspense",160,3.4,The Dark Pond,2004
Bentley Little,"Horror,Fiction",386,3.62,Dispatch,2005
Louise Shaffer,"Fiction,Womens Fiction,Chick Lit,Romance,Animals",320,3.54,Looking for a Love Story,2010
Daniel Tammet,"Nonfiction,Science,Science,Mathematics,Writing,Essays",288,3.52,"Thinking In Numbers: On Life, Love, Meaning, and Math",2013
David Foster Wallace,"Nonfiction,Philosophy,Writing,Essays,Psychology,Self Help,Literature,American,Education,Short Stories,Audiobook,Literature",155,4.51,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",2009
Dinah Jefferies,"Historical,Historical Fiction,Fiction,Historical,Romance",418,3.76,The Tea Planter's Wife,2015
Gina Damico,"Young Adult,Fantasy,Fantasy,Paranormal,Fantasy,Urban Fantasy,Romance,Paranormal,Ghosts",326,4.03,Rogue,2013
Jefferson Bethke,"Christian,Nonfiction,Religion,Religion,Faith,Religion,Christianity,Christian,Christian Living",218,4.29,"Jesus > Religion: Why He Is So Much Better Than Trying Harder, Doing More, and Being Good Enough",2013
Caterina Ligato,,288,3.95,The Australian Ghost Whisperer,2012
Robert   Harris,"Fiction,Thriller,Historical,Historical Fiction,Mystery,Religion",287,3.94,Conclave,2016
Shane Claiborne,"Prayer,Religion,Theology,Nonfiction,Spirituality,Religion,Christianity,Reference,Christian",590,4.32,Common Prayer: A Liturgy for Ordinary Radicals,2010
Hidenori Kusaka,"Sequential Art,Manga,Fantasy,Sequential Art,Graphic Novels,Adventure",208,4.39,"Pokémon Adventures (Gold and Silver), Vol. 12",2011
Jerry Lawler,"Biography,Nonfiction,Sports,Sports,Biography,Autobiography",384,3.52,It's Good to Be the King...Sometimes,2002
Randy Susan Meyers,"Fiction,Womens Fiction,Chick Lit,Contemporary,Romance,Family",368,3.62,Accidents of Marriage,2014
Mo Willems,"Childrens,Picture Books,Childrens",40,4.27,Knuffle Bunny: A Cautionary Tale,2005
Lisa Gardner,"Mystery,Thriller,Fiction,Suspense,Mystery,Crime,Thriller,Mystery Thriller",13,4.19,Catch Me,2012
Kody Keplinger,"Young Adult,Contemporary,Romance,Fiction,Womens Fiction,Chick Lit",280,3.83,The DUFF: Designated Ugly Fat Friend,2010
Jeremy Robinson,"Fantasy,Science Fiction,Thriller",790,4.4,The Last Hunter: Collected Edition,2013
Jon Ronson,"Nonfiction,History,Politics,Psychology,War,Military Fiction,Humor",272,3.61,The Men Who Stare at Goats,2009
Tony DiTerlizzi,"Fantasy,Childrens,Childrens,Middle Grade,Fiction,Young Adult",114,3.89,The Seeing Stone,2003
Ludmilla Petrushevskaya,"Short Stories,Fiction,Horror,Fantasy,Cultural,Russia,Fantasy,Fairy Tales",206,3.63,There Once Lived a Woman Who Tried to Kill Her Neighbor's Baby: Scary Fairy Tales,2009
John Joseph Adams,"Short Stories,Science Fiction,Apocalyptic,Post Apocalyptic,Fiction,Horror,Anthologies,Science Fiction,Dystopia,Science Fiction,Apocalyptic,Fantasy,Speculative Fiction",333,3.77,Wastelands: Stories of the Apocalypse,2008
Roméo Dallaire,"Nonfiction,History,Cultural,Africa,Politics,War,Biography",562,4.24,Shake Hands with the Devil: The Failure of Humanity in Rwanda,2004
Christopher Healy,"Fantasy,Childrens,Middle Grade,Adventure,Humor,Fantasy,Fairy Tales",512,4.22,The Hero's Guide to Storming the Castle,2013
Sandra Hill,"Romance,Contemporary,Romance,Contemporary Romance,Humor,Fiction",346,4.07,Pearl Jinx,2007
Dan Abnett,"Sequential Art,Comics,Horror,Sequential Art,Graphic Novels,Fiction,Comics,Comic Book",32,3.82,The New Deadwardians,2012
Louise Shaffer,"Fiction,American,Southern,Womens Fiction,Chick Lit,Mystery",336,3.8,The Three Miss Margarets,2004
Deborah Blum,"Nonfiction,History,Science,Crime,True Crime,Mystery,Crime,Historical,Health,Medicine,Mystery,Medical,Audiobook",336,4,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,2011
Betsy Tobin,"Fantasy,Historical,Historical Fiction,Fiction,Fantasy,Mythology,Romance,Historical",354,3.55,Ice Land,2009
Greg Horn,"Nonfiction,Environment,Sustainability,Environment,Environment,Green",171,3.47,Living Green: A Practical Guide to Simple Sustainability,2006
James Patterson,"Mystery,Fiction",528,4.23,Cross Justice,2015
Frans de Waal,"Nonfiction,Science,Animals,Environment,Nature,Science,Biology,Psychology,Audiobook,Philosophy,Science,Popular Science,Anthropology",275,3.94,Are We Smart Enough to Know How Smart Animals Are?,2017
Mira Grant,"Horror,Fantasy,Science Fiction,Fiction,Novella,Mythology,Mermaids,Short Stories",128,4.01,Rolling in the Deep,2015
Gina Damico,"Young Adult,Fantasy,Fantasy,Paranormal,Humor,Paranormal,Demons,Horror,Fantasy,Urban Fantasy",352,3.66,Hellhole,2015
Jan Morris,"Fiction,Travel,Fantasy,Science Fiction,Novels",288,3.88,Hav,2006
Gav Thorpe,"Science Fiction,40k,Fiction",274,3.85,13th Legion,2001
Vincent Lam,"Historical,Historical Fiction,Fiction,War,Cultural,Canada,Cultural,Asia",400,3.87,The Headmaster's Wager,2012
Caterina Ligato,,168,3.83,Ghost Whisperer,2006
Sally Lloyd-Jones,"Christian,Childrens",348,4.75,The Jesus Storybook Bible: Every Story Whispers His Name,2007
Hidenori Kusaka,"Sequential Art,Manga,Fantasy,Sequential Art,Comics,Sequential Art,Graphic Novels",208,4.28,"Pokémon Adventures (Gold and Silver), Vol. 11",2011
Ryan Ver Berkmoes,"Travel,History,Nonfiction,European Literature,British Literature",864,3.83,England (Lonely Planet Guide),2001
Meg Cabot,"Womens Fiction,Chick Lit,Romance,Fiction,Contemporary,Adult,Humor,Romance,Contemporary Romance,Young Adult,Adult Fiction,Audiobook",307,3.79,Queen of Babble in the Big City,2007
Attica Locke,"Mystery,Fiction,Mystery,Crime,Thriller,Thriller,Mystery Thriller",421,3.88,Pleasantville,2015
Julie Berry,"Young Adult,Historical,Historical Fiction,Mystery,Romance,Historical,Fiction",274,3.92,All the Truth That's in Me,2013
Jeremy Robinson,"Adventure,Thriller,Science Fiction,Action,Thriller,Mystery Thriller",538,4.19,Callsign: King - The Brainstorm Trilogy,2012
Christopher Moore,"Humor,Fiction,Fantasy,Holiday,Christmas,Humor,Comedy,Horror",306,3.82,The Stupidest Angel: A Heartwarming Tale of Christmas Terror,2008
Sarah Dunant,"Historical,Historical Fiction,Fiction,Historical,Cultural,Italy,Religion",432,3.76,Sacred Hearts,2009
Dave Boling,"Historical,Historical Fiction,Fiction,Cultural,Spain,War,Historical",367,4,Guernica,2008
Arthur C. Clarke,"Science Fiction,Fiction,Science Fiction,Time Travel",379,3.71,Time's Eye,2005
Sandra Hill,"Romance,Contemporary,Romance,Contemporary Romance,Humor",358,4,Pink Jinx,2006
Dan Abnett,"Sequential Art,Comics,Sequential Art,Graphic Novels,Graphic Novels Comics,Horror,Fiction,Comics,Comic Book",32,3.84,The New Deadwardians,2012
John Grisham,"Fiction,Mystery,Thriller,Mystery,Crime",340,3.82,The Racketeer,2012
Charlaine Harris,"Fantasy,Urban Fantasy,Fantasy,Fantasy,Paranormal,Anthologies,Short Stories,Paranormal,Vampires,Shapeshifters,Werewolves,Romance,Paranormal Romance,Fiction,Romance",340,3.74,Wolfsbane and Mistletoe,2008
W.J. Cherf,,592,4.22,Bow Tie: The First Manuscript of the Richards' Trust,2011
Alan Bradley,"Mystery,Fiction,Historical,Historical Fiction",293,4.09,I Am Half-Sick of Shadows,2011
Shirley Damsgaard,"Mystery,Fantasy,Paranormal,Mystery,Cozy Mystery,Paranormal,Witches,Fantasy,Fiction,Mystery,Paranormal Mystery",292,3.73,Witch Way to Murder,2005
Katharine Kerr,"Fantasy,Fiction,Fantasy,Epic Fantasy",512,4.12,The Gold Falcon,2006
Greg Behrendt,"Nonfiction,Self Help,Womens Fiction,Chick Lit,Relationships,Humor,Psychology,Romance,Adult,Contemporary,Humor,Comedy",208,3.66,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,2006
Steve Halle,Poetry,99,4.2,Map of the Hydrogen World,2008
Suzanne Brockmann,"Romance,Romance,Romantic Suspense,Suspense,War,Military Fiction,Contemporary",418,4.25,Dark of Night,2009
Daniel Kraus,"Horror,Young Adult,Fiction,Audiobook,Young Adult,Teen",448,3.64,Rotters,2011
Kay Mumford,"Religion,Theology",152,4.2,The Missing Generation - A Practical Guide to 20s 30s Ministry,2013
Justin Richards,"Media Tie In,Doctor Who,Science Fiction,Fiction,Fantasy",248,3.82,Doctor Who: Apollo 23,2010
Cavan Scott,"Media Tie In,Doctor Who,Science Fiction,Audiobook,Fiction",1,3.74,Doctor Who: Night of the Whisper,2013
Lyndsay Faye,"Mystery,Historical,Historical Fiction,Fiction,Historical,Mystery,Crime",325,3.98,Dust and Shadow: An Account of the Ripper Killings by Dr. John H. Watson,2009
Emmy Laybourne,"Young Adult,Science Fiction,Thriller,Fiction,Adventure,Survival",272,3.62,Sweet,2015
Keary Taylor,"Paranormal,Angels,Fantasy,Paranormal,Fantasy,Young Adult,Romance,Romance,Paranormal Romance",374,3.71,Branded,2010
Gregory Hartley,"Psychology,Self Help,Nonfiction,Reference,Philosophy,Deception",263,3.5,How to Spot a Liar: Why People Don't Tell the Truth...and How You Can Catch Them,2005
Cecelia Ahern,"Womens Fiction,Chick Lit,Fiction,Romance,Contemporary",392,3.86,The Time of My Life,2011
Michelle Moran,"Historical,Historical Fiction,Historical,Cultural,France,Fiction",312,3.84,The Second Empress: A Novel of Napoleon's Court,2012
Seth Harwood,"Mystery,Mystery,Crime,Fiction",334,3.95,This Is Life,2013
Maureen Johnson,"Young Adult,Romance,Contemporary,Fiction,Womens Fiction,Chick Lit,Young Adult,Teen",323,3.71,Girl at Sea,2007
